98, 1, 1, 0, 1, 0, 0, 0
0, 0, 0, 2, 0, 1, 2, 96
0, 1, 1, 2, 1, 2, 2, 92
1, 1, 1, 3, 0, 3, 3, 89
0, 1, 4, 3, 1, 5, 3, 84
1, 1, 1, 4, 2, 3, 4, 85
1, 2, 3, 4, 1, 5, 4, 81
0, 1, 2, 7, 2, 7, 7, 75
0, 3, 9, 4, 3, 9, 4, 69
1, 2, 5, 4, 1, 7, 4, 77
0, 2, 4, 5, 2, 6, 5, 77
0, 2, 2, 8, 3, 7, 8, 71
1, 3, 9, 6, 2, 12, 6, 62
0, 2, 5, 9, 2, 11, 9, 63
1, 4, 7, 8, 5, 10, 8, 58
1, 3, 4, 13, 2, 14, 13, 51
0, 3, 19, 7, 4, 22, 7, 39
0, 3, 8, 7, 3, 11, 7, 62
1, 4, 6, 6, 4, 8, 6, 66
0, 3, 4, 10, 3, 10, 10, 61
0, 4, 11, 8, 5, 14, 8, 51
1, 4, 6, 10, 3, 12, 10, 55
0, 4, 9, 11, 5, 15, 11, 46
0, 4, 7, 16, 4, 18, 16, 36
1, 5, 21, 10, 4, 26, 10, 24
0, 4, 11, 10, 5, 16, 10, 45
0, 5, 10, 10, 5, 14, 10, 47
1, 5, 7, 13, 4, 15, 13, 43
0, 4, 16, 12, 4, 23, 12, 30
1, 5, 8, 14, 6, 16, 14, 37
1, 5, 13, 15, 4, 23, 15, 25
1, 5, 10, 19, 6, 23, 19, 18
0, 5, 27, 12, 5, 33, 12, 7
1, 6, 12, 10, 6, 16, 10, 40
0, 7, 10, 10, 7, 12, 10, 45
0, 6, 12, 10, 6, 15, 10, 42
1, 7, 7, 12, 6, 12, 12, 44
1, 6, 14, 10, 7, 17, 10, 36
0, 7, 8, 12, 7, 12, 12, 43
1, 7, 12, 11, 7, 16, 11, 36
0, 7, 11, 12, 7, 15, 12, 37
0, 7, 12, 13, 7, 17, 13, 32
2, 8, 11, 12, 8, 15, 12, 33
0, 8, 12, 13, 8, 16, 13, 31
0, 9, 10, 15, 10, 15, 15, 27
2, 9, 17, 12, 8, 20, 12, 21
0, 8, 11, 15, 8, 17, 15, 27
0, 9, 15, 15, 9, 20, 15, 18
3, 9, 13, 14, 9, 18, 14, 21
0, 8, 15, 15, 8, 21, 15, 19
0, 9, 15, 14, 10, 19, 14, 20
1, 9, 16, 12, 8, 19, 12, 24
0, 8, 11, 15, 8, 17, 15, 27
1, 8, 13, 16, 9, 20, 16, 18
1, 10, 15, 15, 9, 20, 15, 16
0, 9, 16, 15, 10, 21, 15, 15
0, 10, 16, 14, 10, 19, 14, 18
1, 9, 14, 15, 8, 20, 15, 19
0, 9, 15, 16, 9, 21, 16, 15
1, 9, 16, 15, 10, 21, 15, 14
1, 10, 13, 16, 9, 19, 16, 17
1, 9, 18, 14, 10, 22, 14, 13
0, 11, 13, 14, 11, 15, 14, 23
1, 10, 12, 16, 10, 18, 16, 18
0, 11, 18, 14, 11, 20, 14, 13
0, 11, 13, 16, 11, 17, 16, 17
2, 11, 15, 15, 11, 19, 15, 13
0, 11, 14, 17, 11, 19, 17, 12
0, 11, 17, 17, 12, 22, 17, 5
1, 13, 17, 15, 12, 19, 15, 9
0, 13, 16, 15, 13, 17, 15, 12
0, 12, 15, 17, 12, 19, 17, 9
1, 13, 17, 15, 13, 19, 15, 8
0, 11, 18, 15, 11, 21, 15, 10
0, 13, 13, 16, 13, 15, 16, 15
1, 12, 16, 16, 12, 20, 16, 8
0, 14, 14, 17, 14, 16, 17, 9
0, 13, 21, 15, 13, 22, 15, 2
1, 14, 15, 14, 13, 15, 14, 15
0, 12, 14, 16, 13, 17, 16, 13
0, 14, 16, 15, 14, 16, 15, 11
1, 14, 14, 16, 13, 16, 16, 11
1, 13, 16, 16, 14, 18, 16, 7
0, 14, 15, 17, 14, 17, 17, 7
1, 14, 17, 16, 14, 19, 16, 4
0, 14, 15, 18, 14, 18, 18, 4
0, 16, 20, 15, 16, 18, 15, 1
1, 14, 15, 17, 13, 18, 17, 6
0, 15, 17, 16, 16, 17, 16, 4
0, 15, 16, 17, 15, 17, 17, 4
1, 15, 17, 17, 14, 19, 17, 1
1, 15, 17, 16, 16, 17, 16, 3
0, 15, 15, 18, 15, 17, 18, 3
2, 15, 18, 16, 15, 19, 16, 0
0, 16, 16, 16, 16, 15, 16, 6
0, 16, 15, 17, 17, 15, 17, 4
1, 17, 17, 16, 16, 16, 16, 2
0, 16, 16, 18, 16, 17, 18, 0
2, 17, 17, 16, 18, 15, 16, 0
1, 16, 16, 17, 15, 17, 17, 2
0, 15, 19, 16, 16, 19, 16, 0
0, 16, 15, 17, 16, 15, 17, 5
